inc_before_tax,mt_net_tax_liab_dol_chg_single,mt_net_tax_liab_dol_chg_mar0kids,mt_net_tax_liab_dol_chg_hoh2kids,mt_net_tax_liab_dol_chg_mar2kids
52180.0,-168.65991,-20.34729,-71.33728,-47.447266
52200.0,-168.80005,-20.527954,-71.75806,-47.62793
52220.0,-168.93994,-20.70874,-72.17871,-47.808716
52240.0,-169.08008,-20.889648,-72.59961,-47.989624
52260.0,-169.21997,-21.070435,-73.020386,-48.17041
52280.0,-169.3601,-21.25122,-73.441284,-48.351196
52300.0,-169.5,-21.432007,-73.86206,-48.531982
52320.0,-169.6399,-21.61267,-74.282715,-48.712646
52340.0,-169.78003,-21.793701,-74.70361,-48.893677
52360.0,-169.91992,-21.974365,-75.12427,-49.07434
52380.0,-170.06006,-22.155273,-75.54529,-49.25537
52400.0,-170.19995,-22.335938,-75.966064,-49.436035
52420.0,-170.34009,-22.516724,-76.38672,-49.61682
52440.0,-170.47998,-22.697632,-76.80774,-49.797607
52460.0,-170.61987,-22.878418,-77.22839,-49.978394
52480.0,-170.76001,-23.059326,-77.64929,-50.1593
52500.0,-170.90015,-23.23999,-78.06995,-50.340088
52520.0,-171.04004,-23.400024,-78.46997,-50.5
52540.0,-171.17993,-23.300049,-78.609985,-50.399902
52560.0,-171.32007,-23.199951,-78.75,-50.30005
52580.0,-171.45996,-23.100098,-78.890015,-50.19995
52600.0,-171.59985,-23.0,-79.03003,-50.099976
52620.0,-171.73999,-22.899902,-79.170044,-50.0
52640.0,-171.88013,-22.800049,-79.30994,-49.900024
52660.0,-172.02002,-22.699951,-79.45007,-49.799927
52680.0,-172.15991,-22.599976,-79.589966,-49.700073
52700.0,-172.30005,-22.5,-79.72998,-49.599976
52720.0,-172.43994,-22.400024,-79.869995,-49.5
52740.0,-172.58008,-22.299927,-80.01001,-49.400024
52760.0,-172.71997,-22.200073,-80.150024,-49.30005
52780.0,-172.8601,-22.099976,-80.29004,-49.19995
52800.0,-173.0,-22.0,-80.43005,-49.099976
52820.0,-173.1399,-21.900024,-80.56995,-49.0
52840.0,-173.28003,-21.800049,-80.70996,-48.900024
52860.0,-173.41992,-21.699951,-80.849976,-48.799927
52880.0,-173.56006,-21.599976,-80.98999,-48.700073
52900.0,-173.69995,-21.5,-81.130005,-48.599976
52920.0,-173.84009,-21.400024,-81.27002,-48.5
52940.0,-173.97998,-21.299927,-81.410034,-48.400024
52960.0,-174.11987,-21.200073,-81.54993,-48.30005
52980.0,-174.26001,-21.099976,-81.69006,-48.19995
53000.0,-174.40015,-21.0,-81.829956,-48.100098
53020.0,-174.54004,-20.900024,-81.96997,-48.0
53040.0,-174.67993,-20.800049,-82.109985,-47.899902
53060.0,-174.82007,-20.699951,-82.25,-47.80005
53080.0,-174.95996,-20.600098,-82.390015,-47.69995
53100.0,-175.09985,-20.5,-82.53003,-47.599976
53120.0,-175.23999,-20.399902,-82.670044,-47.5
53140.0,-175.38013,-20.300049,-82.80994,-47.400024
53160.0,-175.52002,-20.199951,-82.95007,-47.299927
53180.0,-175.65991,-20.099976,-83.089966,-47.200073
53200.0,-175.80005,-20.0,-83.22998,-47.099976
53220.0,-175.93994,-19.900024,-83.369995,-47.0
53240.0,-176.08008,-19.799927,-83.51001,-46.900024
53260.0,-176.21997,-19.700073,-83.650024,-46.80005
53280.0,-176.3601,-19.599976,-83.79004,-46.69995
53300.0,-176.5,-19.5,-83.93005,-46.599976
53320.0,-176.6399,-19.400024,-84.06995,-46.5
53340.0,-176.78003,-19.300049,-84.20996,-46.400024
53360.0,-176.91992,-19.199951,-84.349976,-46.299927
53380.0,-177.06006,-19.099976,-84.48999,-46.200073
53400.0,-177.19995,-19.0,-84.630005,-46.099976
53420.0,-177.34009,-18.900024,-84.77002,-46.0
53440.0,-177.47998,-18.799927,-84.910034,-45.900024
53460.0,-177.61987,-18.700073,-85.04993,-45.80005
53480.0,-177.76001,-18.599976,-85.19006,-45.69995
53500.0,-177.90015,-18.5,-85.329956,-45.600098
53520.0,-178.04004,-18.400024,-85.46997,-45.5
53540.0,-178.17993,-18.300049,-85.609985,-45.399902
53560.0,-178.32007,-18.199951,-85.75,-45.30005
53580.0,-178.45996,-18.100098,-85.890015,-45.19995
53600.0,-178.59985,-18.0,-86.03003,-45.099976
53620.0,-178.73999,-17.899902,-86.170044,-45.0
53640.0,-178.88013,-17.800049,-86.30994,-44.900024
53660.0,-179.02002,-17.699951,-86.45007,-44.799927
53680.0,-179.15991,-17.599976,-86.589966,-44.700073
53700.0,-179.30005,-17.5,-86.72998,-44.599976
53720.0,-179.43994,-17.400024,-86.869995,-44.5
53740.0,-179.58008,-17.299927,-87.01001,-44.400024
53760.0,-179.71997,-17.200073,-87.150024,-44.30005
53780.0,-179.8601,-17.099976,-87.29004,-44.19995
53800.0,-180.0,-17.0,-87.43005,-44.099976
53820.0,-180.1399,-16.900024,-87.56995,-44.0
53840.0,-180.28003,-16.800049,-87.70996,-43.900024
53860.0,-180.41992,-16.699951,-87.849976,-43.799927
53880.0,-180.56006,-16.599976,-87.98999,-43.700073
53900.0,-180.69995,-16.5,-88.130005,-43.599976
53920.0,-180.84009,-16.400024,-88.27002,-43.5
53940.0,-180.97998,-16.299927,-88.410034,-43.400024
53960.0,-181.11987,-16.200073,-88.54993,-43.30005
53980.0,-181.26001,-16.099976,-88.69006,-43.19995
54000.0,-181.40015,-16.0,-88.829956,-43.100098
54020.0,-181.54004,-15.900024,-88.96997,-43.0
54040.0,-181.67993,-15.800049,-89.109985,-42.899902
54060.0,-181.82007,-15.699951,-89.25,-42.80005
54080.0,-181.95996,-15.600098,-89.390015,-42.69995
54100.0,-182.09985,-15.5,-89.53003,-42.599976
54120.0,-182.23999,-15.399902,-89.670044,-42.5
54140.0,-182.38013,-15.300049,-89.80994,-42.400024
54160.0,-182.52002,-15.199951,-89.95007,-42.299927
54180.0,-182.65991,-15.099976,-90.089966,-42.200073
54200.0,-182.80005,-15.0,-90.22998,-42.099976
54220.0,-182.93994,-14.900024,-90.369995,-42.0
54240.0,-183.08008,-14.799927,-90.51001,-41.900024
54260.0,-183.21997,-14.700073,-90.650024,-41.80005
54280.0,-183.3601,-14.599976,-90.79004,-41.69995
54300.0,-183.5,-14.5,-90.93005,-41.599976
54320.0,-183.6399,-14.400024,-91.06995,-41.5
54340.0,-183.78003,-14.300049,-91.20996,-41.400024
54360.0,-183.91992,-14.199951,-91.349976,-41.299927
54380.0,-184.06006,-14.099976,-91.48999,-41.200073
54400.0,-184.19995,-14.0,-91.630005,-41.099976
54420.0,-184.34009,-13.900024,-91.77002,-41.0
54440.0,-184.47998,-13.799927,-91.910034,-40.900024
54460.0,-184.61987,-13.700073,-92.04993,-40.80005
54480.0,-184.76001,-13.599976,-92.19006,-40.69995
54500.0,-184.90015,-13.5,-92.329956,-40.600098
54520.0,-185.04004,-13.400024,-92.46997,-40.5
54540.0,-185.17993,-13.300049,-92.609985,-40.399902
54560.0,-185.32007,-13.199951,-92.75,-40.30005
54580.0,-185.45996,-13.100098,-92.890015,-40.19995
54600.0,-185.59985,-13.0,-93.03003,-40.099976
54620.0,-185.73999,-12.899902,-93.170044,-40.0
54640.0,-185.88013,-12.800049,-93.30994,-39.900024
54660.0,-186.02002,-12.699951,-93.45007,-39.799927
54680.0,-186.15991,-12.599976,-93.589966,-39.700073
54700.0,-186.30005,-12.5,-93.72998,-39.599976
54720.0,-186.43994,-12.400024,-93.869995,-39.5
54740.0,-186.58008,-12.299927,-94.01001,-39.400024
54760.0,-186.71997,-12.200073,-94.150024,-39.30005
54780.0,-186.8601,-12.099976,-94.29004,-39.19995
54800.0,-187.0,-12.0,-94.43005,-39.099976
54820.0,-187.1399,-11.900024,-94.56995,-39.0
54840.0,-187.28003,-11.800049,-94.70996,-38.900024
54860.0,-187.41992,-11.699951,-94.849976,-38.799927
54880.0,-187.56006,-11.599976,-94.98999,-38.700073
54900.0,-187.69995,-11.5,-95.130005,-38.599976
54920.0,-187.84009,-11.400024,-95.27002,-38.5
54940.0,-187.97998,-11.299927,-95.410034,-38.400024
54960.0,-188.11987,-11.200073,-95.54993,-38.30005
54980.0,-188.26001,-11.099976,-95.69006,-38.19995
55000.0,-188.40015,-11.0,-95.829956,-38.100098
55020.0,-188.54004,-10.900024,-95.96997,-38.0
55040.0,-188.67993,-10.800049,-96.109985,-37.899902
55060.0,-188.82007,-10.699951,-96.25,-37.80005
55080.0,-188.95996,-10.600098,-96.390015,-37.69995
55100.0,-189.09985,-10.5,-96.53003,-37.599976
55120.0,-189.23999,-10.399902,-96.670044,-37.5
55140.0,-189.38013,-10.300049,-96.80994,-37.400024
55160.0,-189.52002,-10.199951,-96.95007,-37.299927
55180.0,-189.65991,-10.099976,-97.089966,-37.200073
55200.0,-189.80005,-10.0,-97.22998,-37.099976
55220.0,-189.93994,-9.900024,-97.369995,-37.0
55240.0,-190.08008,-9.799927,-97.51001,-36.900024
55260.0,-190.21997,-9.700073,-97.650024,-36.80005
55280.0,-190.3601,-9.599976,-97.79004,-36.69995
55300.0,-190.5,-9.5,-97.93005,-36.599976
55320.0,-190.6399,-9.400024,-98.06995,-36.5
55340.0,-190.78003,-9.300049,-98.20996,-36.400024
55360.0,-190.91992,-9.199951,-98.349976,-36.299927
55380.0,-191.06006,-9.099976,-98.48999,-36.200073
55400.0,-191.19995,-9.0,-98.630005,-36.099976
55420.0,-191.34009,-8.900024,-98.77002,-36.0
55440.0,-191.47998,-8.799927,-98.910034,-35.900024
55460.0,-191.61987,-8.700073,-99.04993,-35.80005
55480.0,-191.76001,-8.599976,-99.19006,-35.69995
55500.0,-191.90015,-8.5,-99.329956,-35.600098
55520.0,-192.04004,-8.400024,-99.46997,-35.5
55540.0,-192.17993,-8.300049,-99.609985,-35.399902
55560.0,-192.32007,-8.199951,-99.75,-35.30005
55580.0,-192.45996,-8.100098,-99.890015,-35.19995
55600.0,-192.59985,-8.0,-100.03003,-35.099976
55620.0,-192.73999,-7.8999023,-100.170044,-35.0
55640.0,-192.88013,-7.800049,-100.30994,-34.900024
55660.0,-193.02002,-7.699951,-100.45007,-34.799927
55680.0,-193.15991,-7.5999756,-100.589966,-34.700073
55700.0,-193.30005,-7.5,-100.72998,-34.599976
55720.0,-193.43994,-7.4000244,-100.869995,-34.5
55740.0,-193.58008,-7.2999268,-101.01001,-34.400024
55760.0,-193.71997,-7.2000732,-101.150024,-34.30005
55780.0,-193.8601,-7.0999756,-101.29004,-34.19995
55800.0,-194.0,-7.0,-101.43005,-34.099976
55820.0,-194.1399,-6.9000244,-101.56995,-34.0
55840.0,-194.28003,-6.800049,-101.70996,-33.900024
55860.0,-194.41992,-6.699951,-101.849976,-33.799927
55880.0,-194.56006,-6.5999756,-101.98999,-33.700073
55900.0,-194.69995,-6.5,-102.130005,-33.599976
55920.0,-194.84009,-6.4000244,-102.27002,-33.5
55940.0,-194.97998,-6.2999268,-102.410034,-33.400024
55960.0,-195.11987,-6.2000732,-102.54993,-33.30005
55980.0,-195.26001,-6.0999756,-102.69006,-33.19995
56000.0,-195.40015,-6.0,-102.829956,-33.100098
56020.0,-195.54004,-5.9000244,-102.96997,-33.0
56040.0,-195.67993,-5.800049,-103.109985,-32.899902
56060.0,-195.82007,-5.699951,-103.25,-32.80005
56080.0,-195.95996,-5.6000977,-103.390015,-32.69995
56100.0,-196.09985,-5.5,-103.53003,-32.599976
56120.0,-196.23999,-5.3999023,-103.670044,-32.5
56140.0,-196.38013,-5.300049,-103.80994,-32.400024
56160.0,-196.52002,-5.199951,-103.95007,-32.299927
56180.0,-196.65991,-5.0999756,-104.089966,-32.200073
56200.0,-196.80005,-5.0,-104.22998,-32.099976
56220.0,-196.93994,-4.9000244,-104.369995,-32.0
56240.0,-197.08008,-4.7999268,-104.51001,-31.900024
56260.0,-197.21997,-4.7000732,-104.650024,-31.800049
56280.0,-197.3601,-4.5999756,-104.79004,-31.699951
56300.0,-197.5,-4.5,-104.93005,-31.599976
56320.0,-197.6399,-4.4000244,-105.06995,-31.5
56340.0,-197.78003,-4.300049,-105.20996,-31.400024
56360.0,-197.91992,-4.199951,-105.349976,-31.299927
56380.0,-198.06006,-4.0999756,-105.48999,-31.200073
56400.0,-198.19995,-4.0,-105.630005,-31.099976
56420.0,-198.34009,-3.9000244,-105.77002,-31.0
56440.0,-198.47998,-3.7999268,-105.910034,-30.900024
56460.0,-198.61987,-3.7000732,-106.04993,-30.800049
56480.0,-198.76001,-3.5999756,-106.19006,-30.699951
56500.0,-198.90015,-3.5,-106.329956,-30.600098
56520.0,-199.04004,-3.4000244,-106.46997,-30.5
56540.0,-199.17993,-3.3000488,-106.609985,-30.399902
56560.0,-199.32007,-3.1999512,-106.75,-30.300049
56580.0,-199.45996,-3.1000977,-106.890015,-30.199951
56600.0,-199.59985,-3.0,-107.03003,-30.099976
56620.0,-199.73999,-3.1400146,-107.170044,-30.0
56640.0,-199.88013,-3.2800293,-107.30994,-29.900024
56660.0,-200.02002,-3.420044,-107.45007,-29.799927
56680.0,-200.15991,-3.5599365,-107.589966,-29.700073
56700.0,-200.30005,-3.7000732,-107.72998,-29.599976
56720.0,-200.43994,-3.8399658,-107.869995,-29.5
56740.0,-200.58008,-3.9799805,-108.01001,-29.400024
56760.0,-200.71997,-4.119995,-108.150024,-29.300049
56780.0,-200.8601,-4.26001,-108.29004,-29.199951
56800.0,-201.0,-4.4000244,-108.43005,-29.099976
56820.0,-201.1399,-4.540039,-108.56995,-29.0
56840.0,-201.28003,-4.6800537,-108.70996,-28.900024
56860.0,-201.41992,-4.8199463,-108.849976,-28.799927
56880.0,-201.56006,-4.959961,-108.98999,-28.700073
56900.0,-201.69995,-5.0999756,-109.130005,-28.599976
56920.0,-201.84009,-5.23999,-109.27002,-28.5
56940.0,-201.97998,-5.380005,-109.410034,-28.400024
56960.0,-202.11987,-5.5200195,-109.54993,-28.300049
56980.0,-202.26001,-5.660034,-109.69006,-28.199951
57000.0,-202.40015,-5.7999268,-109.829956,-28.100098
57020.0,-202.54004,-5.9400635,-109.96997,-28.0
57040.0,-202.67993,-6.079956,-110.109985,-27.899902
57060.0,-202.82007,-6.2199707,-110.25,-27.800049
57080.0,-202.95996,-6.3599854,-110.390015,-27.699951
57100.0,-203.09985,-6.5,-110.53003,-27.599976
57120.0,-203.23999,-6.6400146,-110.670044,-27.5
57140.0,-203.38013,-6.7800293,-110.80994,-27.400024
57160.0,-203.52002,-6.920044,-110.95007,-27.299927
57180.0,-203.65991,-7.0599365,-111.089966,-27.200073
57200.0,-203.80005,-7.2000732,-111.22998,-27.099976
57220.0,-203.93994,-7.339966,-111.369995,-27.0
57240.0,-204.08008,-7.4799805,-111.51001,-26.900024
57260.0,-204.21997,-7.619995,-111.650024,-26.800049
57280.0,-204.3601,-7.76001,-111.79004,-26.699951
57300.0,-204.5,-7.9000244,-111.93005,-26.599976
57320.0,-204.6399,-8.040039,-112.06995,-26.5
57340.0,-204.78003,-8.180054,-112.20996,-26.400024
57360.0,-204.91992,-8.319946,-112.349976,-26.299927
57380.0,-205.06006,-8.459961,-112.48999,-26.200073
57400.0,-205.19995,-8.599976,-112.630005,-26.099976
57420.0,-205.34009,-8.73999,-112.77002,-26.0
57440.0,-205.47998,-8.880005,-112.910034,-25.900024
57460.0,-205.61987,-9.02002,-113.04993,-25.800049
57480.0,-205.76001,-9.160034,-113.19006,-25.699951
57500.0,-205.90015,-9.299927,-113.329956,-25.600098
57520.0,-206.04004,-9.440063,-113.46997,-25.5
57540.0,-206.17993,-9.579956,-113.609985,-25.399902
57560.0,-206.32007,-9.719971,-113.75,-25.300049
57580.0,-206.45996,-9.859985,-113.890015,-25.199951
57600.0,-206.59985,-10.0,-114.03003,-25.099976
57620.0,-206.73999,-10.140015,-114.170044,-25.0
57640.0,-206.88013,-10.280029,-114.30994,-24.900024
57660.0,-207.02002,-10.420044,-114.45007,-24.799927
57680.0,-207.15991,-10.559937,-114.589966,-24.700073
57700.0,-207.30005,-10.700073,-114.72998,-24.599976
57720.0,-207.43994,-10.839966,-114.869995,-24.5
57740.0,-207.58008,-10.97998,-115.01001,-24.400024
57760.0,-207.71997,-11.119995,-115.150024,-24.300049
57780.0,-207.8601,-11.26001,-115.29004,-24.199951
57800.0,-208.0,-11.400024,-115.43005,-24.099976
57820.0,-208.1399,-11.540039,-115.56995,-24.0
57840.0,-208.28003,-11.680054,-115.70996,-23.900024
57860.0,-208.41992,-11.819946,-115.849976,-23.799927
57880.0,-208.56006,-11.959961,-115.98999,-23.700073
57900.0,-208.69995,-12.099976,-116.130005,-23.599976
57920.0,-208.84009,-12.23999,-116.27002,-23.5
57940.0,-208.97998,-12.380005,-116.410034,-23.400024
57960.0,-209.11987,-12.52002,-116.54993,-23.300049
57980.0,-209.26001,-12.660034,-116.69006,-23.199951
58000.0,-209.40015,-12.799927,-116.829956,-23.100098
58020.0,-209.54004,-12.940063,-116.96997,-23.0
58040.0,-209.67993,-13.079956,-117.109985,-22.899902
58060.0,-209.82007,-13.219971,-117.25,-22.800049
58080.0,-209.95996,-13.359985,-117.390015,-22.699951
58100.0,-210.09985,-13.5,-117.53003,-22.599976
58120.0,-210.23999,-13.640015,-117.670044,-22.5
58140.0,-210.38013,-13.780029,-117.80994,-22.400024
58160.0,-210.52002,-13.920044,-117.95007,-22.299927
58180.0,-210.65991,-14.059937,-118.089966,-22.200073
58200.0,-210.80005,-14.200073,-118.22998,-22.099976
58220.0,-210.93994,-14.339966,-118.369995,-22.0
58240.0,-211.08008,-14.47998,-118.51001,-21.900024
58260.0,-211.21997,-14.619995,-118.650024,-21.800049
58280.0,-211.3601,-14.76001,-118.79004,-21.699951
58300.0,-211.5,-14.900024,-118.93005,-21.599976
58320.0,-211.6399,-15.040039,-119.06995,-21.5
58340.0,-211.78003,-15.180054,-119.20996,-21.400024
58360.0,-211.91992,-15.319946,-119.349976,-21.299927
58380.0,-212.06006,-15.459961,-119.48999,-21.200073
58400.0,-212.19995,-15.599976,-119.630005,-21.099976
58420.0,-212.34009,-15.73999,-119.77002,-21.0
58440.0,-212.47998,-15.880005,-119.910034,-20.900024
58460.0,-212.61987,-16.02002,-120.04993,-20.800049
58480.0,-212.76001,-16.160034,-120.19006,-20.699951
58500.0,-212.90015,-16.299927,-120.329956,-20.600098
58520.0,-213.04004,-16.440063,-120.46997,-20.5
58540.0,-213.17993,-16.579956,-120.609985,-20.399902
58560.0,-213.32007,-16.71997,-120.75,-20.300049
58580.0,-213.45996,-16.859985,-120.890015,-20.199951
58600.0,-213.59985,-17.0,-121.03003,-20.099976
58620.0,-213.73999,-17.140015,-121.170044,-20.0
58640.0,-213.88013,-17.28003,-121.30994,-19.900024
58660.0,-214.02002,-17.420044,-121.45007,-19.799927
58680.0,-214.15991,-17.559937,-121.589966,-19.700073
58700.0,-214.30005,-17.699951,-121.72998,-19.599976
58720.0,-214.43994,-17.840088,-121.869995,-19.5
58740.0,-214.58008,-17.97998,-122.01001,-19.400024
58760.0,-214.71997,-18.119995,-122.150024,-19.300049
58780.0,-214.8601,-18.260132,-122.29004,-19.199951
58800.0,-215.0,-18.400024,-122.43005,-19.099976
58820.0,-215.1399,-18.54004,-122.56995,-19.0
58840.0,-215.28003,-18.679932,-122.70996,-18.900024
58860.0,-215.41992,-18.820068,-122.849976,-18.799927
58880.0,-215.56006,-18.95996,-122.98999,-18.700073
58900.0,-215.69995,-19.099976,-123.130005,-18.599976
58920.0,-215.84009,-19.239868,-123.27002,-18.5
58940.0,-215.97998,-19.380005,-123.410034,-18.400024
58960.0,-216.11987,-19.52002,-123.54993,-18.300049
58980.0,-216.26001,-19.659912,-123.69006,-18.199951
59000.0,-216.40015,-19.800049,-123.829956,-18.100098
59020.0,-216.54004,-19.939941,-123.96997,-18.0
59040.0,-216.67993,-20.080078,-124.109985,-17.899902
59060.0,-216.82007,-20.21997,-124.25,-17.800049
59080.0,-216.95996,-20.360107,-124.390015,-17.699951
59100.0,-217.09985,-20.5,-124.53003,-17.599976
59120.0,-217.23999,-20.639893,-124.670044,-17.5
59140.0,-217.38013,-20.78003,-124.80994,-17.400024
59160.0,-217.52002,-20.919922,-124.95007,-17.299927
59180.0,-217.65991,-21.060059,-125.089966,-17.200073
59200.0,-217.80005,-21.199951,-125.22998,-17.099976
59220.0,-217.93994,-21.340088,-125.369995,-17.0
59240.0,-218.08008,-21.47998,-125.51001,-16.900024
59260.0,-218.21997,-21.619873,-125.650024,-16.800049
59280.0,-218.3601,-21.76001,-125.79004,-16.699951
59300.0,-218.5,-21.900146,-125.92993,-16.599976
59320.0,-218.6399,-22.04004,-126.07007,-16.5
59340.0,-218.78003,-22.179932,-126.20996,-16.400024
59360.0,-218.91992,-22.320068,-126.349976,-16.299927
59380.0,-219.06006,-22.45996,-126.48987,-16.200073
59400.0,-219.19995,-22.599854,-126.630005,-16.099976
59420.0,-219.34009,-22.73999,-126.77002,-16.0
59440.0,-219.47998,-22.880127,-126.90991,-15.900024
59460.0,-219.61987,-23.02002,-127.05005,-15.800049
59480.0,-219.76001,-23.159912,-127.19006,-15.699951
59500.0,-219.90015,-23.300049,-127.329956,-15.600098
59520.0,-220.04004,-23.439941,-127.46985,-15.5
59540.0,-220.17993,-23.580078,-127.61011,-15.399902
59560.0,-220.32007,-23.71997,-127.75,-15.300049
59580.0,-220.45996,-23.860107,-127.88989,-15.199951
59600.0,-220.59985,-24.0,-128.03015,-15.099976
59620.0,-220.73999,-24.139893,-128.17004,-15.0
59640.0,-220.88013,-24.28003,-128.30994,-14.900024
59660.0,-221.02002,-24.419922,-128.44995,-14.799927
59680.0,-221.15991,-24.560059,-128.59009,-14.700073
59700.0,-221.30005,-24.699951,-128.72998,-14.599976
59720.0,-221.43994,-24.840088,-128.87,-14.5
59740.0,-221.58008,-24.97998,-129.01013,-14.400024
59760.0,-221.71997,-25.119873,-129.15002,-14.300049
59780.0,-221.8601,-25.26001,-129.29004,-14.199951
59800.0,-222.0,-25.400146,-129.42993,-14.099976
59820.0,-222.1399,-25.54004,-129.57007,-14.0
59840.0,-222.28003,-25.679932,-129.70996,-13.900024
59860.0,-222.41992,-25.820068,-129.84998,-13.799927
59880.0,-222.56006,-25.95996,-129.98987,-13.700073
59900.0,-222.69995,-26.099854,-130.13,-13.599976
59920.0,-222.84009,-26.23999,-130.27002,-13.5
59940.0,-222.97998,-26.380127,-130.40991,-13.400024
59960.0,-223.11987,-26.52002,-130.55005,-13.300049
59980.0,-223.26001,-26.659912,-130.69006,-13.199951
60000.0,-223.40015,-26.800049,-130.82996,-13.100098
60020.0,-223.54004,-26.939941,-130.96985,-13.0
60040.0,-223.67993,-27.080078,-131.1101,-12.899902
60060.0,-223.82007,-27.21997,-131.25,-12.800049
60080.0,-223.95996,-27.360107,-131.3899,-12.699951
60100.0,-224.09985,-27.5,-131.53015,-12.599976
60120.0,-224.23999,-27.639893,-131.67004,-12.5
60140.0,-224.38013,-27.78003,-131.80994,-12.400024
60160.0,-224.52002,-27.919922,-131.94995,-12.299927
60180.0,-224.65991,-28.060059,-132.09009,-12.200073
60200.0,-224.80005,-28.199951,-132.22998,-12.099976
60220.0,-224.93994,-28.340088,-132.37,-12.0
60240.0,-225.08008,-28.47998,-132.51013,-11.900024
60260.0,-225.21997,-28.619873,-132.65002,-11.800049
60280.0,-225.3601,-28.76001,-132.79004,-11.699951
60300.0,-225.5,-28.900146,-132.92993,-11.599976
60320.0,-225.6399,-29.04004,-133.07007,-11.5
60340.0,-225.78003,-29.179932,-133.20996,-11.400024
60360.0,-225.91992,-29.320068,-133.34998,-11.299927
60380.0,-226.06006,-29.45996,-133.48987,-11.200073
60400.0,-226.19995,-29.599854,-133.63,-11.099976
60420.0,-226.34009,-29.73999,-133.77002,-11.0
60440.0,-226.47998,-29.880127,-133.90991,-10.900024
60460.0,-226.61987,-30.02002,-134.05005,-10.800049
60480.0,-226.76001,-30.159912,-134.19006,-10.699951
60500.0,-226.90015,-30.300049,-134.32996,-10.600098
60520.0,-227.04004,-30.439941,-134.46985,-10.5
60540.0,-227.17993,-30.580078,-134.6101,-10.399902
60560.0,-227.32007,-30.71997,-134.75,-10.300049
60580.0,-227.45996,-30.860107,-134.8899,-10.199951
60600.0,-227.59985,-31.0,-135.03015,-10.099976
60620.0,-227.73999,-31.139893,-135.17004,-10.0
60640.0,-227.88013,-31.28003,-135.30994,-9.900024
60660.0,-228.02002,-31.419922,-135.44995,-9.799927
60680.0,-228.15991,-31.560059,-135.59009,-9.700073
60700.0,-228.30005,-31.699951,-135.72998,-9.599976
60720.0,-228.43994,-31.840088,-135.87,-9.5
60740.0,-228.58008,-31.97998,-136.01013,-9.400024
60760.0,-228.71997,-32.119873,-136.15002,-9.300049
60780.0,-228.8601,-32.26001,-136.29004,-9.199951
60800.0,-229.0,-32.400146,-136.42993,-9.099976
60820.0,-229.1399,-32.54004,-136.57007,-9.0
60840.0,-229.28003,-32.67993,-136.70996,-8.900024
60860.0,-229.41992,-32.82007,-136.84998,-8.799927
60880.0,-229.56006,-32.95996,-136.98987,-8.700073
60900.0,-229.69995,-33.099854,-137.13,-8.599976
60920.0,-229.84009,-33.23999,-137.27002,-8.5
60940.0,-229.97998,-33.380127,-137.40991,-8.400024
60960.0,-230.11987,-33.52002,-137.55005,-8.300049
60980.0,-230.26001,-33.659912,-137.69006,-8.199951
61000.0,-230.40015,-33.80005,-137.82996,-8.100098
61020.0,-230.54004,-33.93994,-137.96985,-8.0
61040.0,-230.67993,-34.08008,-138.1101,-7.8999023
61060.0,-230.82007,-34.21997,-138.25,-7.800049
61080.0,-230.95996,-34.360107,-138.3899,-7.699951
61100.0,-231.09985,-34.5,-138.53015,-7.5999756
61120.0,-231.23999,-34.639893,-138.67004,-7.5
61140.0,-231.38013,-34.78003,-138.80994,-7.4000244
61160.0,-231.52002,-34.91992,-138.94995,-7.2999268
61180.0,-231.65991,-35.06006,-139.09009,-7.2000732
61200.0,-231.80005,-35.19995,-139.22998,-7.0999756
61220.0,-231.93994,-35.340088,-139.37,-7.0
61240.0,-232.08008,-35.47998,-139.51013,-6.9000244
61260.0,-232.21997,-35.619873,-139.65002,-6.800049
61280.0,-232.3601,-35.76001,-139.79004,-6.699951
61300.0,-232.5,-35.900146,-139.92993,-6.5999756
61320.0,-232.6399,-36.04004,-140.07007,-6.5
61340.0,-232.78003,-36.17993,-140.20996,-6.4000244
61360.0,-232.91992,-36.32007,-140.34998,-6.2999268
61380.0,-233.06006,-36.45996,-140.48987,-6.2000732
61400.0,-233.19995,-36.599854,-140.63,-6.0999756
61420.0,-233.34009,-36.73999,-140.77002,-6.0
61440.0,-233.47998,-36.880127,-140.90991,-5.9000244
61460.0,-233.61987,-37.02002,-141.05005,-5.800049
61480.0,-233.76001,-37.159912,-141.19006,-5.699951
61500.0,-233.90015,-37.30005,-141.32996,-5.6000977
61520.0,-234.04004,-37.43994,-141.46985,-5.5
61540.0,-234.17993,-37.58008,-141.6101,-5.3999023
61560.0,-234.32007,-37.71997,-141.75,-5.300049
61580.0,-234.45996,-37.860107,-141.8899,-5.199951
61600.0,-234.59985,-38.0,-142.03015,-5.0999756
61620.0,-234.73999,-38.139893,-142.17004,-5.0
61640.0,-234.88013,-38.28003,-142.30994,-4.9000244
61660.0,-235.02002,-38.41992,-142.44995,-4.7999268
61680.0,-235.15991,-38.56006,-142.59009,-4.7000732
61700.0,-235.30005,-38.69995,-142.72998,-4.5999756
61720.0,-235.43994,-38.840088,-142.86987,-4.5
61740.0,-235.58008,-38.97998,-143.01001,-4.4000244
61760.0,-235.71997,-39.119873,-143.15015,-4.300049
61780.0,-235.8601,-39.26001,-143.29004,-4.199951
61800.0,-236.0,-39.400146,-143.42993,-4.0999756
61820.0,-236.1399,-39.54004,-143.57007,-4.0
